"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"365",14,"Raheim Sanders",CLE,"RB107","11","3 out of 5 stars","-"
"366",14,"Treylon Burks",WAS,"WR130","7","2 out of 5 stars","-102"
"367",14,"Nick Westbrook-Ikhine",IND,"WR131","13","4 out of 5 stars","-57"
"368",14,"Anthony Richardson Sr.",IND,"QB41","13","4 out of 5 stars","-52"
"369",14,"Justin Joly",DEN,"TE48","10","4 out of 5 stars","-93"
"370",14,"Kalif Raymond",CHI,"WR132","10","3 out of 5 stars","-79"
"371",14,"New York Giants",NYG,"DST24","8","1 out of 5 stars","-"
"372",14,"Jaylin Lane",WAS,"WR133","7","2 out of 5 stars","-57"
"373",14,"Eli Raridon",NE,"TE49","11","4 out of 5 stars","-104"
"374",14,"Zane Gonzalez",MIA,"K20","6","2 out of 5 stars","-"
"375",14,"John Metchie III",CAR,"WR134","5","2 out of 5 stars","-28"
"376",14,"Cincinnati Bengals",CIN,"DST25","6","4 out of 5 stars","-"
"377",14,"Tennessee Titans",TEN,"DST26","9","2 out of 5 stars","-"
"378",14,"Tampa Bay Buccaneers",TB,"DST27","10","4 out of 5 stars","-"
"379",14,"Jake Elliott",PHI,"K21","10","5 out of 5 stars","-"
"380",14,"Austin Ekeler",FA,"RB108","-","-","-"
"381",14,"Noah Fant",NO,"TE50","8","2 out of 5 stars","-"
"382",14,"Washington Commanders",WAS,"DST28","7","2 out of 5 stars","-"
"383",14,"Zavion Thomas",CHI,"WR135","10","3 out of 5 stars","-136"
"384",14,"Trey Smack",GB,"K22","11","4 out of 5 stars","-"
"385",14,"Tutu Atwell",MIA,"WR136","6","3 out of 5 stars","-80"
"386",14,"Savion Williams",GB,"WR137","11","5 out of 5 stars","-107"
"387",14,"Phil Mafah",DAL,"RB109","14","4 out of 5 stars","-26"
"388",14,"Nick Folk",ATL,"K23","11","0 out of 5 stars","-"
"389",14,"Miami Dolphins",MIA,"DST29","6","3 out of 5 stars","-"
"390",14,"Kevin Coleman Jr.",MIA,"WR138","6","3 out of 5 stars","-59"
"391",15,"Dameon Pierce",PHI,"RB110","10","4 out of 5 stars","-"
"392",15,"Tommy Tremble",CAR,"TE51","5","2 out of 5 stars","-40"
"393",15,"Ben Sauls",NYG,"K24","8","2 out of 5 stars","-"
"394",15,"Dyami Brown",WAS,"WR139","7","2 out of 5 stars","-56"
"395",15,"Blake Grupe",IND,"K25","13","4 out of 5 stars","-"
"396",15,"Chad Ryland",ARI,"K26","14","2 out of 5 stars","-"
"397",15,"Ben Sinnott",WAS,"TE52","7","1 out of 5 stars","-43"
"398",15,"Kyle Juszczyk",SF,"RB111","8","2 out of 5 stars","-"
"399",15,"Antonio Gibson",FA,"RB112","-","-","-"
"400",15,"Jonnu Smith",FA,"TE53","-","-","-"
"401",15,"Luke Musgrave",GB,"TE54","11","2 out of 5 stars","-"
"402",15,"Greg Dortch",DET,"WR140","6","4 out of 5 stars","-29"
"403",15,"Spencer Shrader",IND,"K27","13","4 out of 5 stars","-"
"404",15,"Ryan Fitzgerald",CAR,"K28","5","0 out of 5 stars","-"
"405",15,"John Bates",WAS,"TE55","7","1 out of 5 stars","-"
"406",15,"Devontez Walker",BAL,"WR141","13","4 out of 5 stars","-149"
"407",15,"Roschon Johnson",CHI,"RB113","10","2 out of 5 stars","-14"
"408",15,"Ashton Dulin",IND,"WR142","13","4 out of 5 stars","-96"
"409",15,"DeAndre Hopkins",BAL,"WR143","13","4 out of 5 stars","-"
"410",15,"Rasheen Ali",BAL,"RB114","13","3 out of 5 stars","-43"
"411",15,"Jordan Whittington",LAR,"WR144","11","1 out of 5 stars","-76"
"412",15,"Zach Ertz",FA,"TE56","-","-","-"
"413",15,"Miles Sanders",FA,"RB115","-","-","-"
"414",15,"Austin Hooper",ATL,"TE57","11","3 out of 5 stars","-"
"415",15,"Tommy Myers",FA,"TE58","-","-","-"
"416",15,"Tyler Lockett",LV,"WR145","13","2 out of 5 stars","-"
"417",15,"Sterling Shepard",FA,"WR146","-","-","-"
"418",15,"Jam Miller",NE,"RB116","11","2 out of 5 stars","-"
"419",15,"Brandon McManus",FA,"K29","-","-","-"
"420",15,"Joey Slye",TEN,"K30","9","4 out of 5 stars","-"
"421",15,"Marlin Klein",HOU,"TE59","8","4 out of 5 stars","-"
"422",15,"Cyrus Allen",KC,"WR147","5","2 out of 5 stars","-130"
"423",15,"Daniel Bellinger",TEN,"TE60","9","3 out of 5 stars","-78"
"424",15,"Darren Waller",FA,"TE61","-","-","-60"
"425",15,"Terrell Jennings",NE,"RB117","11","2 out of 5 stars","-"
"426",15,"Damien Martinez",GB,"RB118","11","4 out of 5 stars","-"
"427",15,"Jameis Winston",NYG,"QB42","8","4 out of 5 stars","-91"
"428",15,"Jeremy McNichols",WAS,"RB119","7","4 out of 5 stars","-"
"429",15,"Marcus Mariota",WAS,"QB43","7","2 out of 5 stars","-49"
"430",15,"Demarcus Robinson",SF,"WR148","8","2 out of 5 stars","-81"
"431",15,"Deion Burks",IND,"WR149","13","4 out of 5 stars","-74"
"432",15,"Josh Oliver",MIN,"TE62","6","4 out of 5 stars","-124"
"433",15,"Cade Klubnik",NYJ,"QB44","13","4 out of 5 stars","-124"
"434",15,"Elijah Higgins",ARI,"TE63","14","2 out of 5 stars","-"
"435",15,"Alexander Mattison",FA,"RB120","-","-","-"
"436",15,"Nate Boerkircher",JAC,"TE64","7","3 out of 5 stars","-61"
"437",15,"Odell Beckham Jr.",NYG,"WR150","8","4 out of 5 stars","-164"
"438",15,"CJ Daniels",LAR,"WR151","11","1 out of 5 stars","-95"
"439",15,"Kevin Austin Jr.",NO,"WR152","8","3 out of 5 stars","-"
"440",15,"Khalil Herbert",FA,"RB121","-","-","-"
"441",15,"Jahdae Walker",CHI,"WR153","10","3 out of 5 stars","-65"
"442",15,"Mitch Tinsley",CIN,"WR154","6","4 out of 5 stars","-"
"443",15,"Jaret Patterson",LAC,"RB122","7","3 out of 5 stars","-"
"444",15,"Raheem Mostert",LV,"RB123","13","2 out of 5 stars","-"
"445",15,"Gardner Minshew II",ARI,"QB45","14","2 out of 5 stars","-97"
"446",15,"Joe Flacco",CIN,"QB46","6","3 out of 5 stars","-116"
"447",15,"Dylan Laube",LV,"RB124","13","2 out of 5 stars","-"
"448",15,"Mitchell Evans",CAR,"TE65","5","2 out of 5 stars","-116"
"449",15,"Sam Roush",CHI,"TE66","10","2 out of 5 stars","-80"
"450",15,"Elijah Moore",PHI,"WR155","10","4 out of 5 stars","-"
"451",15,"Jordan Waters",LAR,"RB125","11","5 out of 5 stars","-"
"452",15,"Joe Milton III",DAL,"QB47","14","2 out of 5 stars","-93"
"453",15,"Ameer Abdullah",JAC,"RB126","7","4 out of 5 stars","-"
"454",15,"Sione Vaki",DET,"RB127","6","5 out of 5 stars","-"
"455",15,"Erick All Jr.",CIN,"TE67","6","3 out of 5 stars","-192"
"456",15,"Diontae Johnson",FA,"WR156","-","-","-"
"457",15,"Donovan Edwards",MIA,"RB128","6","3 out of 5 stars","-"
"458",15,"Cam Akers",FA,"RB129","-","-","-"
"459",15,"Taysom Hill",FA,"TE68","-","-","-"
"460",16,"Myles Montgomery",NE,"RB130","11","2 out of 5 stars","-"
"461",16,"Cash Jones",ATL,"RB131","11","2 out of 5 stars","-"
"462",16,"Robert Henry Jr.",WAS,"RB132","7","4 out of 5 stars","-"
"463",16,"Ty Chandler",NO,"RB133","8","3 out of 5 stars","-"
"464",16,"Colbie Young",CIN,"WR157","6","4 out of 5 stars","-157"
"465",16,"Roman Wilson",PIT,"WR158","9","3 out of 5 stars","-145"
"466",16,"Adam Trautman",DEN,"TE69","10","4 out of 5 stars","-92"
"467",16,"Miles Davis",CAR,"RB134","5","1 out of 5 stars","-"
"468",16,"Brock Wright",DET,"TE70","6","3 out of 5 stars","-"
"469",16,"Jacardia Wright",SEA,"RB135","11","4 out of 5 stars","-"
"470",16,"Charlie Kolar",LAC,"TE71","7","4 out of 5 stars","-221"
"471",16,"Tanner Hudson",CIN,"TE72","6","3 out of 5 stars","-"
"472",16,"Trey Sermon",FA,"RB136","-","-","-"
"473",16,"Jackson Hawes",BUF,"TE73","7","3 out of 5 stars","-"
"474",16,"Elijah Mitchell",PHI,"RB137","10","4 out of 5 stars","-"
"475",16,"Drew Sample",CIN,"TE74","6","3 out of 5 stars","-122"
"476",16,"Luke Schoonmaker",DAL,"TE75","14","2 out of 5 stars","-"
"477",16,"Quinn Ewers",MIA,"QB48","6","3 out of 5 stars","-119"
